ID_SONDE;ID_DOSSIER;ALTITUDE_MIN;ALTITUDE_MAX;DIMENSION;FLUIDE;ETAT;DETERMINATION_PLANIMETRIQUE;REMARQUES;E;N
;DD 101674;0.0;413.184;;Inconnu;En service;Précis;;2497845.07;1116107.40
;DD 101674;0.0;413.185;;Inconnu;En service;Précis;;2497852.60;1116110.98
;DD 101879;228.0;428.0;Prof.220m.;Inconnu;En service;Imprécis;;2506219.50;1124300.89
;DD 101879;228.0;428.0;Prof.220m.;Inconnu;En service;Imprécis;;2506227.53;1124301.89
;DD 101879;228.0;428.0;Prof.220m.;Inconnu;En service;Imprécis;;2506230.63;1124309.19
;DD 101879;228.0;428.0;Prof.220m.;Inconnu;En service;Imprécis;;2506233.73;1124316.31
;DD 103701;256.0;426.0;Prof. 170m;Inconnu;En service;Imprécis;;2505235.79;1118681.99
;;105.0;420.0;Prof. 315m.;Inconnu;En service;Imprécis;;2498991.92;1119596.62
;;105.0;420.0;Prof. 315m.;Inconnu;En service;Imprécis;;2498999.37;1119605.15
;;105.0;420.0;Prof. 315m.;Inconnu;En service;Imprécis;;2499005.21;1119611.72
;;105.0;420.0;Prof. 315m.;Inconnu;En service;Imprécis;;2499010.13;1119617.27
;;105.0;420.0;Prof. 315m.;Inconnu;En service;Imprécis;;2499014.76;1119624.14
;;105.0;420.0;Prof. 315m.;Inconnu;En service;Imprécis;;2499020.79;1119618.79
;;105.0;420.0;Prof. 315m.;Inconnu;En service;Imprécis;;2499013.49;1119609.43
;;105.0;420.0;Prof. 315m.;Inconnu;En service;Imprécis;;2498999.08;1119592.97
;DD 104592;143.0;393.0;Prof. 250m.;Inconnu;En service;Imprécis;;2498427.47;1115663.07
;DD 104592;143.0;393.0;Prof. 250m.;Inconnu;En service;Imprécis;;2498440.35;1115660.59
;DD 104592;143.0;393.0;Prof. 250m.;Inconnu;En service;Imprécis;;2498437.95;1115646.51
;DD 104592;143.0;393.0;Prof. 250m.;Inconnu;En service;Imprécis;;2498425.07;1115648.83
;DD 104592;143.0;393.0;Prof. 250m.;Inconnu;En service;Imprécis;;2498422.67;1115634.67
;DD 104592;143.0;393.0;Prof. 250m.;Inconnu;En service;Imprécis;;2498435.47;1115632.51
;DD 104592;143.0;393.0;Prof. 250m.;Inconnu;En service;Imprécis;;2498433.07;1115618.27
;DD 104592;143.0;393.0;Prof. 250m.;Inconnu;En service;Imprécis;;2498420.44;1115620.51
;APA 37489;267.0;437.0;Prof. 170m.;Inconnu;En service;Précis;;2507271.63;1122415.46
;APA 37489;267.0;437.0;Prof. 170m.;Inconnu;En service;Précis;;2507275.03;1122420.43
;APA 37489;267.0;437.0;Prof. 170m.;Inconnu;En service;Précis;;2507278.46;1122425.38
;APA 37489;267.0;437.0;Prof. 170m.;Inconnu;En service;Précis;;2507281.84;1122430.37
;APA 37489;267.0;437.0;Prof. 170m.;Inconnu;En service;Précis;;2507285.22;1122435.32
;APA 37489;267.0;437.0;Prof. 170m.;Inconnu;En service;Précis;;2507288.61;1122440.26
;DD 104901;278.0;408.0;Prof. 130m;Inconnu;En service;Imprécis;;2499842.51;1122728.77
;DD 104901;278.0;408.0;Prof. 130m;Inconnu;En service;Imprécis;;2499851.27;1122732.73
;DD 104901;278.0;408.0;Prof. 130m;Inconnu;En service;Imprécis;;2499862.82;1122736.31
;APA 38059;127.0;427.0;Prof. 300m.;Inconnu;En service;Imprécis;;2506479.97;1118922.51
;APA 38059;127.0;427.0;Prof. 300m.;Inconnu;En service;Imprécis;;2506408.11;1119035.31
;DD 105419;155.0;405.0;Prof. 250m.;Inconnu;En service;Imprécis;;2504148.56;1115719.15
;DD 105225;0.0;0.0;Prof. 280m.;Inconnu;En service;Imprécis;;2486494.08;1111741.78
;DD 105225;0.0;0.0;Prof. 280m.;Inconnu;En service;Imprécis;;2486500.28;1111747.69
;DD 105225;0.0;0.0;Prof. 280m.;Inconnu;En service;Imprécis;;2486506.44;1111753.53
;DD 105225;0.0;0.0;Prof. 280m.;Inconnu;En service;Imprécis;;2486512.75;1111759.25
;DD 105225;0.0;0.0;Prof. 280m.;Inconnu;En service;Imprécis;;2486519.19;1111764.73
;DD 105225;0.0;0.0;Prof. 280m.;Inconnu;En service;Imprécis;;2486525.67;1111770.25
;DD 105225;0.0;0.0;Prof. 280m.;Inconnu;En service;Imprécis;;2486518.19;1111772.40
;DD 105225;0.0;0.0;Prof. 280m.;Inconnu;En service;Imprécis;;2486524.07;1111778.60
;DD 105225;0.0;0.0;Prof. 280m.;Inconnu;En service;Imprécis;;2486532.15;1111775.80
;DD 104211;312.0;422.0;0.40x3;Inconnu;En service;Précis;;2504611.47;1117094.51
;DD 104930;0.0;0.0;;Inconnu;Inconnu;Inconnu;Béric architectes;2504990.66;1121360.32
;DD 104930;0.0;0.0;;Inconnu;Inconnu;Inconnu;Béric architectes;2504985.36;1121355.60
;DD 105133;0.0;0.0;150m;Inconnu;Inconnu;Précis;;2499434.04;1129424.09
;DD 105133;0.0;0.0;200;Inconnu;Inconnu;Précis;;2499427.62;1129428.72
;DD 104777;0.0;0.0;200m;Inconnu;Inconnu;Imprécis;;2488723.96;1116538.37
;DD 109510;216.53;406.53000000000003;190m;Inconnu;Planifié;Précis;;2499563.70;1122544.07
;DD 109510;216.47;406.47;190m;Inconnu;Planifié;Précis;;2499563.65;1122537.82
;DD 109510;406.68;407.38;;Inconnu;Planifié;Précis;collecteur;2499567.04;1122556.58
;APA 300733/1;0.0;455.0;453.3;Inconnu;En service;Imprécis;;2493666.35;1114341.97
;DD 106232-2;0.0;0.0;;Inconnu;En service;Précis;;2503582.21;1120494.32
;DD 106232-2;0.0;0.0;;Inconnu;En service;Précis;;2503590.43;1120494.54
;DD 106232-2;0.0;0.0;;Inconnu;En service;Précis;;2503587.52;1120502.02
;DD 106232-2;0.0;0.0;;Inconnu;En service;Précis;;2503595.45;1120500.78
;DD 106232-2;0.0;0.0;;Inconnu;En service;Précis;;2503601.39;1120505.86
;DD 106232-2;0.0;0.0;;Inconnu;En service;Précis;;2503602.70;1120504.18
;DD 106232-2;0.0;0.0;;Inconnu;En service;Précis;;2503592.05;1120508.94
;DD 106232-2;0.0;0.0;;Inconnu;En service;Précis;;2503597.10;1120512.29
;DD 110529-2;0.0;0.0;prof 250m;Inconnu;En service;;;2499961.02;1122157.14
;DD 110529-2;0.0;0.0;prof 250m;Inconnu;En service;;;2499968.83;1122150.72
;DD 110529-2;0.0;0.0;prof 250m;Inconnu;En service;;;2499976.63;1122144.11
;DD 110529-2;0.0;0.0;prof 250m;Inconnu;En service;;;2499975.05;1122134.05
;DD 110529-2;0.0;0.0;prof 250m;Inconnu;En service;;;2499967.18;1122140.53
;DD 110529-2;0.0;0.0;prof 250m;Inconnu;En service;;;2499959.24;1122147.08
;DD 110529-2;0.0;0.0;prof 250m;Inconnu;En service;;;2499949.71;1122143.44
;DD 110529-2;0.0;0.0;prof 250m;Inconnu;En service;;;2499957.45;1122136.76
;DD 110529-2;0.0;0.0;prof 250m;Inconnu;En service;;;2499968.30;1122126.05
;DD 105141-2;0.0;0.0;;Inconnu;Planifié;Imprécis;;2503091.37;1119331.85
;DD 105141-2;0.0;0.0;;Inconnu;Planifié;Imprécis;;2503100.59;1119357.27
;DD 105141-2;0.0;0.0;;Inconnu;Planifié;Imprécis;;2503095.61;1119350.91
;DD 105141-2;0.0;0.0;;Inconnu;Planifié;Imprécis;;2503090.73;1119344.68
;DD 105141-2;0.0;0.0;;Inconnu;Planifié;Imprécis;;2503085.79;1119338.38
;APA 38171;0.0;424.86;;Inconnu;En service;;;2506493.79;1124514.21
;APA 38171;0.0;424.95;;Inconnu;;;;2506480.96;1124519.37
;DD 104665/2;440.45;0.0;;Inconnu;En service;Précis;;2504669.32;1119119.11
;DD 104665/2;440.45;0.0;;Inconnu;En service;Précis;;2504676.68;1119118.64
;DD 102969;0.0;0.0;Diamètre 40mm Profondeur 141m;Inconnu;En service;Imprécis;Pas de plan d'execution;2504457.86;1123040.83
;DD 102969;0.0;0.0;Diamètre 40mm Profondeur 146m;Inconnu;En service;Précis;Plan d'execution;2504453.00;1123034.48
;DD 102969;0.0;0.0;Diamètre 40mm Profondeur 137m;Inconnu;En service;Imprécis;Pas de plan d'execution;2504448.13;1123028.12
;APA 29274;0.0;0.0;Diamètre 32mm Profondeur 190m;Glycol / Alcoll 30 %;En service;Imprécis;Pas de plan d'execution;2499233.63;1122392.71
;DD 102072;0.0;0.0;Diamètre 32mm Profondeur 150m;Inconnu;En service;Imprécis;Pas de plan d'execution;2505211.35;1118719.62
;DD 102072;0.0;0.0;Diamètre 32mm Profondeur 150m;Inconnu;En service;Imprécis;Pas de plan d'execution;2505214.20;1118714.66
;DD 102072;0.0;0.0;Diamètre 32mm Profondeur 150m;Inconnu;En service;Imprécis;Pas de plan d'execution;2505220.41;1118704.26
;APA 33110;0.0;0.0;Profondeur 240m;Inconnu;En service;Imprécis;Pas de plan d'execution;2507181.49;1118319.50
;DD 102606;0.0;0.0;Profondeur 160m;Inconnu;En service;Imprécis;Pas de plan d'execution;2497379.64;1116191.59
;DD 102606;0.0;0.0;Profondeur 160m;Inconnu;En service;Imprécis;Pas de plan d'execution;2497374.11;1116189.26
;DD 102606;0.0;0.0;Profondeur 160m;Inconnu;En service;Imprécis;Pas de plan d'execution;2497368.59;1116186.92
;DD 102606;0.0;0.0;Profondeur 160m;Inconnu;En service;Imprécis;Pas de plan d'execution;2497363.06;1116184.59
;DD 102606;0.0;0.0;Profondeur 160m;Inconnu;En service;Imprécis;Pas de plan d'execution;2497357.53;1116182.25
;DD 102606;0.0;0.0;Profondeur 160m;Inconnu;En service;Imprécis;Pas de plan d'execution;2497358.56;1116175.96
;APA 33693;0.0;0.0;Diamètre 32mm Profondeur 140m;Inconnu;En service;Imprécis;Pas de plan d'execution;2504492.64;1121015.99
;APA 33693;0.0;0.0;Diamètre 32mm Profondeur 140m;Inconnu;En service;Imprécis;Pas de plan d'execution;2504488.04;1121019.96
;APA 33176;;;Profondeur 120m;Autre;En service;Précis;;2505502.74;1124585.39
;APA 33176;;;Profondeur 120m;Autre;En service;Précis;;2505509.83;1124588.06
;APA 33354;0.0;0.0;Profondeur 152m;Inconnu;En service;Imprécis;Pas de plan d'execution;2506782.56;1124773.11
;APA 33354;0.0;0.0;Profondeur 152m;Inconnu;En service;Imprécis;Pas de plan d'execution;2506790.74;1124767.35
;APA 33634;0.0;0.0;Profondeur 350m;Inconnu;En service;Imprécis;Pas de plan d'execution coté;2494751.86;1113745.35
;APA 33428;;;Diamètre 150mm Profondeur 160m;Glycol / Alcoll 30 %;En service;Imprécis;Pas de plan d'execution;2504877.45;1117886.11
;APA 33428;;;Diamètre 150mm Profondeur 160m;Glycol / Alcoll 30 %;En service;Imprécis;Pas de plan d'execution;2504874.12;1117881.12
;DD 102882;0.0;0.0;Profondeur 130m;Inconnu;En service;Imprécis;Pas de plan d'execution;2505787.70;1124073.20
;DD 103129;0.0;0.0;Diamètre 40mm Profondeur 200m;Inconnu;En service;Imprécis;Pas de plan d'execution;2504585.09;1118738.82
;DD 103129;0.0;0.0;Diamètre 40mm Profondeur 200m;Inconnu;En service;Imprécis;Pas de plan d'execution;2504579.99;1118743.91
;DD 103129;0.0;0.0;Diamètre 40mm Profondeur 200m;Inconnu;En service;Imprécis;Pas de plan d'execution;2504589.33;1118745.82
;APA 33829;0.0;0.0;Diamètre 40mm Profondeur 152m;Inconnu;En service;Imprécis;Pas de plan d'execution;2498554.54;1125303.06
;APA 33829;0.0;0.0;Diamètre 40mm Profondeur 152m;Inconnu;En service;Imprécis;Pas de plan d'execution;2498548.97;1125299.38
;DD 102493;0.0;0.0;Profondeur 165m;Autre;En service;Précis;;2499780.15;1118504.34
;DD 102493;;;Profondeur 165m;Autre;En service;Précis;;2499787.61;1118501.72
;DD 102493;;;Profondeur 165m;Autre;En service;Précis;;2499782.81;1118511.89
;DD 102493;;;Profondeur 165m;Autre;En service;Précis;;2499785.46;1118519.43
;APA 33072;0.0;0.0;Diamètre 40mm Profondeur 180m;Inconnu;En service;Inconnu;Pas de plan d'execution;2508161.02;1118072.11
;APA 33072;0.0;0.0;Diamètre 40mm Profondeur 180m;Inconnu;En service;Inconnu;Pas de plan d'execution;2508164.04;1118076.12
;DD 102478;;418.5;Diamètre 32mm Profondeur 150m;Inconnu;En service;Imprécis;;2504015.57;1117462.60
;DD 102478;;419.0;Diamètre 32mm Profondeur 150m;Inconnu;En service;Imprécis;;2504011.75;1117467.22
;DD 102361;0.0;446.0;Diamètre 40mm Profondeur 185m;Inconnu;En service;Imprécis;;2494476.61;1114749.57
;DD 102361;0.0;445.0;Diamètre 40mm Profondeur 185m;Inconnu;En service;Imprécis;;2494469.14;1114758.27
;DD 102361;0.0;445.5;Diamètre 40mm Profondeur 185m;Inconnu;En service;Imprécis;;2494472.28;1114754.41
;APA 33412;0.0;361.0;Diamètre 32mm Profondeur 100m;Glycol / Alcoll 30 %;En service;Imprécis;;2486740.44;1112000.62
;DD 102044;0.0;430.92;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506082.01;1119715.04
;DD 102044;0.0;431.05;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506070.80;1119696.78
;DD 102044;0.0;430.94;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506075.13;1119683.74
;APA 33412;0.0;361.0;Diamètre 32mm Profondeur 100m;Glycol / Alcoll 30 %;En service;Imprécis;;2486740.74;1111993.43
;DD 102044;0.0;430.94;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506078.40;1119699.29
;DD 102044;0.0;430.98;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506080.12;1119707.12
;DD 102044;0.0;430.87;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506074.40;1119713.04
;APA 33412;0.0;361.0;Diamètre 32mm Profondeur 100m;Glycol / Alcoll 30 %;En service;Imprécis;;2486734.53;1111999.61
;DD 102044;0.0;431.05;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506069.24;1119688.99
;DD 102044;0.0;0.0;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506076.83;1119691.40
;DD 102044;0.0;431.04;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506072.50;1119704.76
;DD 102044;0.0;431.08;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506076.39;1119720.76
;DD 102044;0.0;430.92;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506083.75;1119722.91
;DD 102044;0.0;430.97;Diamètre 4x40mm Profondeur 172m;Glycol / Alcoll 30 %;En service;Précis;;2506078.05;1119728.56
;DD 101953;0.0;418.18;Profondeur 200m;Inconnu;En service;Précis;;2497774.45;1116670.40
;DD 101953;0.0;418.18;Profondeur 200m;Inconnu;En service;Précis;;2497768.93;1116678.20
;DD 104777;0.0;0.0;200m;Inconnu;Inconnu;Imprécis;;2488718.01;1116534.14
;DD 104926;0.0;0.0;260m;Inconnu;En service;Imprécis;;2499688.66;1118694.02
;DD 102420;0.0;0.0;224m;Inconnu;Inconnu;Imprécis;;2506007.56;1125081.33
;DD 102420;0.0;0.0;224m;Inconnu;Inconnu;Imprécis;;2506022.30;1125073.51
;APA 37294;0.0;0.0;prof=160m;Inconnu;Inconnu;Imprécis;Probablement plusieurs sondes;2501982.00;1127406.00
;;0.0;0.0;Prof=290m.;Inconnu;En service;Imprécis;;2496656.00;1121171.00
;APA 37969;0.0;0.0;Prof=150m;Inconnu;En service;Imprécis;;2500750.05;1123460.02
;DD 105259;127.0;395.0;Prof=270m;Inconnu;En service;Imprécis;;2502969.00;1119510.00
;DD 105955;194.0;444.0;Prof=250;Inconnu;En service;Imprécis;;2497965.21;1120397.85
;DD 105955;194.0;444.0;Prof=250;Inconnu;En service;Imprécis;;2497972.42;1120390.69
;DD 105955;194.0;444.0;Prof=250;Inconnu;En service;Imprécis;;2497961.74;1120380.17
;DD 105955;194.0;444.0;Prof=250;Inconnu;En service;Imprécis;;2497952.08;1120382.61
;DD 104555;0.0;0.0;Prof=190;Inconnu;En service;Précis;;2504006.65;1117949.49
;DD 104555;0.0;0.0;Prof=190;Inconnu;En service;Précis;;2504016.92;1117927.86
;DD 104858;140.0;429.0;Prof=290m.;Inconnu;En service;Imprécis;;2504766.96;1118623.41
;DD 104500;235.0;415.0;Prof=180m.;Inconnu;En service;Imprécis;;2499211.39;1122388.49
;DD 104500;235.0;415.0;Prof=180m.;Inconnu;En service;Imprécis;;2499216.17;1122382.07
;DD 104500;235.0;415.0;Prof=180m.;Inconnu;En service;Imprécis;;2499222.71;1122373.09
;DD 104623;324.0;460.0;Prof=136m.;Inconnu;En service;Imprécis;;2497706.01;1125856.00
;DD 105031;325.0;485.0;Prof=160m;Inconnu;En service;Imprécis;;2504304.00;1120261.00
;DD 105031;325.0;485.0;Prof=160m;Inconnu;En service;Imprécis;;2504298.19;1120266.68
;DD 105031;325.0;485.0;Prof=160m;Inconnu;En service;Imprécis;;2504293.01;1120272.47
;DD 105120;262.0;452.0;Prof=190m;Inconnu;En service;Imprécis;;2491723.69;1112872.32
;DD 105120;262.0;452.0;Prof=190m;Inconnu;En service;Imprécis;;2491717.27;1112866.92
;DD 105120;262.0;452.0;Prof=190m;Inconnu;En service;Imprécis;;2491707.97;1112857.32
;DD 104987;0.0;410.22;;Inconnu;En service;Précis;;2503536.16;1115729.98
;DD 104987;0.0;410.2;;Inconnu;En service;Précis;;2503528.73;1115732.82
;DD 104764;0.0;382.0;Prof. 140m;Inconnu;En service;Précis;;2507339.93;1127124.12
;DD 104764;0.0;382.0;Prof. 140m;Inconnu;En service;Précis;;2507335.01;1127119.66
;DD 104764;0.0;382.0;Prof. 140m;Inconnu;En service;Précis;;2507330.00;1127112.14
;APA 38081;0.0;452.93;;Inconnu;En service;Précis;;2493189.59;1113565.12
;APA 38081;0.0;453.16;;Inconnu;En service;Précis;;2493195.27;1113570.22
;APA 38081;0.0;452.91;;Inconnu;En service;Précis;;2493209.17;1113561.69
;APA 41342;238.0;417.18;prof. 180m;Inconnu;En service;Précis;;2503536.40;1116595.38
;DD 105410;198.0;448.44;Prof. 250m;Inconnu;En service;Précis;;2504291.71;1120894.77
;DD 105410;198.0;448.29;Prof. 250m;Inconnu;En service;Précis;;2504298.52;1120900.73
;DD 105410;198.0;448.15000000000003;Prof. 250m;Inconnu;En service;Précis;;2504304.94;1120906.48
;APA 40743;176.0;376.0;Prof. 200m;Inconnu;En service;Imprécis;;2499234.00;1115804.04
;DD 102612;240.0;416.0;Prof. 175;Inconnu;En service;Précis;;2504496.53;1122128.68
;DD 102612;240.0;416.0;Prof. 175;Inconnu;En service;Précis;;2504500.18;1122133.44
;DD 105980;0.0;454.8;Prof. 120m;Inconnu;En service;Imprécis;;2493277.00;1113455.00
;DD 105654;345.0;464.75;Prof. 120m;Inconnu;En service;Précis;;2499156.85;1121352.93
;DD 105654;345.0;464.75;Prof. 120m;Inconnu;En service;Précis;;2499161.41;1121359.75
;DD 105028;255.0;405.85;Prof. 150m;Inconnu;En service;Précis;;2508107.29;1128131.86
;DD 105028;254.0;403.7;Prof. 150m;Inconnu;En service;Précis;;2508103.05;1128118.63
;DD 105028;254.0;404.24;Prof. 150m;Inconnu;En service;Précis;;2508105.04;1128125.51
;APA 41745;289.0;426.0;Prof. 137m;Inconnu;En service;Imprécis;;2505122.00;1118609.00
;APA 41745;289.0;426.0;Prof. 137m;Inconnu;En service;Imprécis;;2505125.61;1118605.47
;DD 103965;205.0;437.0;Prof. 232m;Inconnu;En service;Imprécis;;2506884.67;1122354.40
;DD 103965;205.0;437.0;Prof. 232m;Inconnu;En service;Imprécis;;2506889.12;1122357.61
;DD 103965;205.0;437.0;Prof. 232m;Inconnu;En service;Imprécis;;2506893.78;1122360.97
;DD 103965;205.0;437.0;Prof. 232m;Inconnu;En service;Imprécis;;2506898.24;1122364.17
;DD 105642;324.0;444.0;Prof. 120m;Inconnu;En service;Imprécis;;2494029.96;1122220.56
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498185.19;1118867.58
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498186.09;1118860.28
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498194.93;1118862.92
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498201.81;1118867.10
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498204.35;1118874.51
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498211.33;1118878.27
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498208.21;1118867.47
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498205.83;1118860.07
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498198.95;1118856.10
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498192.12;1118851.97
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498218.07;1118882.36
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498224.95;1118886.19
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498228.88;1118879.15
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498221.91;1118875.31
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498215.16;1118871.31
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498219.06;1118864.23
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498225.71;1118868.30
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498232.79;1118872.17
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498230.74;1118855.43
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498223.00;1118857.25
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498216.02;1118853.45
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498212.08;1118860.39
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498209.97;1118853.22
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498238.53;1118863.23
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498245.36;1118859.12
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498226.92;1118848.46
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498207.16;1118842.29
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498199.33;1118837.74
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498196.18;1118845.10
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498203.43;1118830.81
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498207.50;1118823.93
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498211.28;1118817.50
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498214.64;1118811.86
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498217.95;1118806.31
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498213.94;1118846.33
;DD 108753;418.5;421.08;3m;Inconnu;Planifié;Précis;;2498202.99;1118849.18
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496270.70;1119604.55
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496263.16;1119607.18
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496255.62;1119609.80
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496249.18;1119615.59
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496252.99;1119602.26
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496260.53;1119599.63
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496268.07;1119597.01
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496237.73;1119603.35
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496235.10;1119595.81
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496242.82;1119597.35
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496250.36;1119594.72
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496257.91;1119592.09
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496265.45;1119589.47
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496262.82;1119581.92
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496260.20;1119574.38
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496252.65;1119577.01
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496255.28;1119584.55
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496247.74;1119587.18
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496240.20;1119589.80
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496232.47;1119588.27
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496237.57;1119582.26
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496245.11;1119579.64
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496229.85;1119580.72
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496234.94;1119574.72
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496224.78;1119569.81
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496242.49;1119572.09
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496250.03;1119569.47
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496257.57;1119566.84
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496254.94;1119559.30
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496247.40;1119561.93
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496239.86;1119564.55
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496232.32;1119567.18
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496222.15;1119562.26
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496229.69;1119559.64
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496237.23;1119557.01
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496244.78;1119554.39
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496252.32;1119551.76
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496278.24;1119601.92
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496285.78;1119599.30
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496280.87;1119609.46
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496283.49;1119617.01
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496286.12;1119624.55
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496291.04;1119614.38
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496288.41;1119606.84
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496275.61;1119594.35
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496283.15;1119591.73
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496272.99;1119586.84
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496280.53;1119584.21
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496270.36;1119579.30
;DD 101600;0.0;0.0;;Inconnu;En service;Précis;;2496277.90;1119576.67
